lat,lon,capacity
46.54,-67.84,95.40351059188843
46.6,-68.8,95.29802976036072
46.6,-68.68,95.29802976036072
46.6,-68.62,95.29802976036072
46.6,-68.56,95.29802976036072
46.6,-68.2,95.29802976036072
46.6,-67.9,95.29802976036072
46.6,-67.84,95.29802976036072
46.66,-68.68,95.19244789924622
46.66,-68.62,95.19244789924622
46.66,-68.56,95.19244789924622
46.66,-67.96,95.19244789924622
46.66,-67.9,95.19244789924622
46.66,-67.84,95.19244789924622
46.72,-68.98,95.08675906562806
46.72,-68.68,95.08675906562806
46.72,-68.62,95.08675906562806
46.72,-67.9,95.08675906562806
46.78,-69.88,94.9809692024231
46.78,-69.52,94.9809692024231
46.78,-69.46,94.9809692024231
46.78,-68.98,94.9809692024231
46.78,-68.92,94.9809692024231
46.78,-68.86,45.567370859977956
46.84,-69.82,94.87507236671448
46.84,-68.92,94.87507236671448
46.84,-68.86,94.87507236671448
46.9,-69.34,94.76907450141907
46.9,-68.86,94.76907450141907
46.9,-68.8,94.76907450141907
46.96,-69.34,94.66296966362
46.96,-69.28,94.66296966362
46.96,-68.92,94.66296966362
46.96,-68.86,94.66296966362
46.96,-68.8,94.66296966362
46.96,-68.74,94.66296966362
46.96,-68.5,94.66296966362
46.96,-67.9,94.66296966362
46.96,-67.84,94.66296966362
47.019999999999996,-69.64,94.55675785331727
47.019999999999996,-69.58,94.55675785331727
47.019999999999996,-69.52,94.55675785331727
47.019999999999996,-69.46,94.55675785331727
47.019999999999996,-69.16,94.55675785331727
47.019999999999996,-68.86,94.55675785331727
47.019999999999996,-68.8,94.55675785331727
47.019999999999996,-68.74,94.55675785331727
47.019999999999996,-67.96,94.55675785331727
47.019999999999996,-67.9,94.55675785331727
47.019999999999996,-67.84,94.55675785331727
47.08,-69.58,94.45045095634461
47.08,-69.52,94.45045095634461
47.08,-69.46,94.45045095634461
47.08,-68.86,94.45045095634461
47.08,-68.8,94.45045095634461
47.08,-68.74,94.45045095634461
47.08,-68.68,94.45045095634461
47.08,-68.62,94.45045095634461
47.08,-68.08,94.45045095634461
47.08,-68.02,94.45045095634461
47.14,-69.22,94.34403114395143
47.14,-69.16,94.34403114395143
47.14,-68.86,94.34403114395143
47.14,-68.8,94.34403114395143
47.14,-68.74,94.34403114395143
47.14,-68.02,94.34403114395143
47.2,-69.46,94.23751624488831
47.2,-68.68,94.23751624488831
47.2,-68.44,94.23751624488831
47.2,-68.14,49.743977378479215
47.26,-68.5,94.13089437332154
47.32,-68.32,94.0241655292511
47.38,-69.28,93.91733565559387
