num_periods,num_vars,num_constrs,Sol_time,total_cost,total_cost_strg,prod_strg,capacity_strg,LL_cost,curtail_cost,total_LL,total_Curtail,year_list,num_yr,ens_id,weather_model,wake_allowd,landres_allowed,total_load,LCOE,inv_cost_ng,fuel_cost_ng,var_cost_ng,prod_ng,capacity_ng,load_ng,total_cost_ng,upper_bound_ng,inv_cost_CCGT,fuel_cost_CCGT,var_cost_CCGT,prod_CCGT,capacity_CCGT,load_CCGT,total_cost_CCGT,upper_bound_CCGT,inv_cost_solar-UPV,prod_solar-UPV,capacity_solar-UPV,cell_size_solar-UPV,load_solar-UPV,total_cost_solar-UPV,inv_cost_wind-onshore,prod_wind-onshore,capacity_wind-onshore,cell_size_wind-onshore,load_wind-onshore,total_cost_wind-onshore
8760,111431,137708,107.0,20687463106.815037,7977705206.212905,6250189.365139157,148407.76622401513,0,0,0,159269066.33521557,"(2007,)",1,1,WRHigh,0,0,132318022.0,0.15634652630172355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6076141415.739269,73172023.55496362,47438.685344055746,0.14,52205003.72161166,6076141415.739269,6633616484.862863,219337820.2524137,47065.37834293778,0.06,81035773.75055005,6633616484.862863
