num_periods,num_vars,num_constrs,Sol_time,total_cost,total_cost_strg,prod_strg,capacity_strg,LL_cost,curtail_cost,total_LL,total_Curtail,year_list,num_yr,ens_id,weather_model,wake_allowd,landres_allowed,total_load,LOCE,inv_cost_ng,fuel_cost_ng,var_cost_ng,prod_ng,capacity_ng,load_ng,total_cost_ng,upper_bound_ng,inv_cost_CCGT,fuel_cost_CCGT,var_cost_CCGT,prod_CCGT,capacity_CCGT,load_CCGT,total_cost_CCGT,upper_bound_CCGT,inv_cost_solar-UPV,prod_solar-UPV,capacity_solar-UPV,cell_size_solar-UPV,total_cost_solar-UPV,inv_cost_wind-onshore,prod_wind-onshore,capacity_wind-onshore,cell_size_wind-onshore,total_cost_wind-onshore
8760,105132,131408,2.0,30033967403.2398,18492600573.671185,7634055.036295018,344014.40914038196,0,0,0,165728173.44256747,"(2007,)",1,1,WRHigh,0,0,132318022.0,0.22698319510277898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510094941.425528,74576189.63051468,43019.35097577975,0.14,5510094941.425528,6031271888.143087,224402234.81308693,42791.755289490175,0.06,6031271888.143087
