prod_solar-UPV,load_solar-UPV,prod_wind-onshore,load_wind-onshore,prod_ng,load_ng,prod_CCGT,load_CCGT,sLev,sCh,sDis,demand
0.0,0.0,43517.30672395862,17679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17679.0
0.0,0.0,43250.41478514653,16924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16924.0
0.0,0.0,42319.291530044764,15702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15702.0
0.0,0.0,41407.98109235519,14050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14050.0
0.0,0.0,39621.22822626068,12575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12575.0
0.0,0.0,38571.748627482324,11565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11565.0
0.0,0.0,38817.640136860166,11063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11063.0
0.0,0.0,37871.39836588863,10802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10802.0
0.0,0.0,38128.55420419483,10730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10730.0
0.0,0.0,39226.11050219463,10997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10997.0
0.0,0.0,39649.504752653236,12038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12038.0
0.0,0.0,38720.84176075203,14095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14095.0
5.475196810323055,5.475196810323055,39648.66246654647,15520.524803189677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15526.0
974.6322757175312,974.6322757175312,42310.92495355556,14826.367724282469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15801.0
2195.6142067364976,2195.6142067364976,42187.15500790328,13798.385793263502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15994.0
4689.444320374814,4689.444320374814,41904.12155173384,11436.555679625186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16126.0
2719.4878625138635,2719.4878625138635,41062.43965127669,13386.512137486137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16106.0
3203.852022540505,3203.852022540505,40532.30722640931,12809.147977459495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16013.0
2456.0916997974596,2456.0916997974596,40178.50439363367,13470.90830020254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15927.0
